experiment,experiment_type,feature_set,holdout_size_P,model,fold_id,task_id,hyperparams,test_accuracy,train_accuracy
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-16_sub-26_sub-29_sub-37_sub-58_sub-60,task_MLP_(Neural_Network)_14_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.7304065040650406,0.8977364461235429
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-18_sub-27_sub-35_sub-40_sub-51_sub-58,task_MLP_(Neural_Network)_15_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.7017146554513103,0.7820889736051433
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-18_sub-27_sub-35_sub-40_sub-51_sub-58,task_MLP_(Neural_Network)_15_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.7114202523455192,0.8733886860724324
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-18_sub-27_sub-35_sub-40_sub-51_sub-58,task_MLP_(Neural_Network)_15_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.7288903267550955,0.9215261848609182
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-4_sub-24_sub-28_sub-39_sub-57_sub-60,task_MLP_(Neural_Network)_28_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.7879572677241826,0.8639638184461315
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-4_sub-24_sub-28_sub-39_sub-57_sub-60,task_MLP_(Neural_Network)_28_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.8361929426999029,0.8184784364399935
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-4_sub-24_sub-28_sub-39_sub-57_sub-60,task_MLP_(Neural_Network)_28_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.79281320815798,0.9067032789533194
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-6_sub-26_sub-27_sub-49_sub-62_sub-63,task_MLP_(Neural_Network)_39_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.7571474461933826,0.810352073971097
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-6_sub-26_sub-27_sub-49_sub-62_sub-63,task_MLP_(Neural_Network)_39_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.773851590106007,0.8659273867640878
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-6_sub-26_sub-27_sub-49_sub-62_sub-63,task_MLP_(Neural_Network)_39_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.7240603919049149,0.8876208334680418
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-7_sub-29_sub-36_sub-56_sub-58_sub-64,task_MLP_(Neural_Network)_46_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.8504796559708898,0.8937493955707424
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-7_sub-29_sub-36_sub-56_sub-58_sub-64,task_MLP_(Neural_Network)_46_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.8382401587826662,0.8098062602752973
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-7_sub-29_sub-36_sub-56_sub-58_sub-64,task_MLP_(Neural_Network)_46_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.8349321865696329,0.8426872118887205
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-10_sub-30_sub-34_sub-40_sub-53_sub-54,task_MLP_(Neural_Network)_3_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.6785818076140657,0.8143972813122896
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-10_sub-30_sub-34_sub-40_sub-53_sub-54,task_MLP_(Neural_Network)_3_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.7122929380993898,0.725909224585825
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-10_sub-30_sub-34_sub-40_sub-53_sub-54,task_MLP_(Neural_Network)_3_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.5350188898575995,0.6253308499166749
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-7_sub-17_sub-28_sub-43_sub-46_sub-49,task_MLP_(Neural_Network)_44_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.7235668789808917,0.8926999741133834
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-7_sub-17_sub-28_sub-43_sub-46_sub-49,task_MLP_(Neural_Network)_44_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.7474522292993631,0.8377879886098887
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-7_sub-17_sub-28_sub-43_sub-46_sub-49,task_MLP_(Neural_Network)_44_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.7589171974522293,0.8892699974113384
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-12_sub-13_sub-19_sub-46_sub-58_sub-63,task_MLP_(Neural_Network)_6_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.6454145728643216,0.919248217757615
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-12_sub-13_sub-19_sub-46_sub-58_sub-63,task_MLP_(Neural_Network)_6_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.6548366834170855,0.8174335709656513
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-12_sub-13_sub-19_sub-46_sub-58_sub-63,task_MLP_(Neural_Network)_6_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.6240577889447236,0.8915424497731691
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-6_sub-18_sub-32_sub-41_sub-48_sub-49,task_MLP_(Neural_Network)_38_9293,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [100]}",0.78208,0.7886412885280896
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-6_sub-18_sub-32_sub-41_sub-48_sub-49,task_MLP_(Neural_Network)_38_9077,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [150, 50]}",0.74752,0.8246709143245253
ANOVA_L_6_Random,LPSO_Random_50,ANOVA,6,MLP,sub-6_sub-18_sub-32_sub-41_sub-48_sub-49,task_MLP_(Neural_Network)_38_9311,"{""activation"": ""tanh"", ""alpha"": ""0.1"", ""hidden_layer_sizes"": [200, 100, 50]}",0.85088,0.9000291083152754
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-27_sub-59,task_KNN_26_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6435361216730038,0.8948836081474297
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-27_sub-59,task_KNN_26_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6226235741444867,0.8778491755577109
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-27_sub-59,task_KNN_26_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6340304182509505,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-9_sub-56,task_KNN_49_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6809815950920245,0.8768846489512173
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-9_sub-56,task_KNN_49_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5950920245398773,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-9_sub-56,task_KNN_49_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.656441717791411,0.8937975864455746
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-53,task_KNN_42_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.708636836628512,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-53,task_KNN_42_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7804370447450573,0.8765831393767192
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-53,task_KNN_42_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7637877211238293,0.8921802738566635
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-10_sub-55,task_KNN_0_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5607142857142857,0.8855838745251807
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-10_sub-55,task_KNN_0_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5557142857142857,0.865825266511457
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-10_sub-55,task_KNN_0_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5592857142857143,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-27_sub-56,task_KNN_25_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7625668449197861,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-27_sub-56,task_KNN_25_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8588235294117647,0.8747772508985472
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-27_sub-56,task_KNN_25_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.8299465240641711,0.8920837234588782
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-8_sub-39,task_KNN_48_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7563352826510721,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-8_sub-39,task_KNN_48_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8538011695906432,0.8711611848082864
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-8_sub-39,task_KNN_48_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.8265107212475633,0.8888182203646496
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-20_sub-41,task_KNN_15_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6683804627249358,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-20_sub-41,task_KNN_15_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7900599828620394,0.8639778568604192
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-20_sub-41,task_KNN_15_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7566409597257926,0.8856039176323874
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-17_sub-43,task_KNN_9_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6700367647058824,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-17_sub-43,task_KNN_9_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6433823529411765,0.8788081077800703
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-17_sub-43,task_KNN_9_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6553308823529411,0.8953453088967107
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-20_sub-49,task_KNN_16_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7513661202185792,0.8887877132277059
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-20_sub-49,task_KNN_16_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7959927140255009,0.8711831481818734
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-20_sub-49,task_KNN_16_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6302367941712204,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-25_sub-50,task_KNN_21_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.2717948717948718,0.8955819649823097
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-25_sub-50,task_KNN_21_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.3169230769230769,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-25_sub-50,task_KNN_21_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.2564102564102564,0.8778916810305725
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-25_sub-59,task_KNN_22_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.18865979381443299,0.8702606276833766
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-25_sub-59,task_KNN_22_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.2824742268041237,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-25_sub-59,task_KNN_22_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.24123711340206186,0.8896414101711314
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-33_sub-45,task_KNN_35_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5204795204795205,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-33_sub-45,task_KNN_35_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5534465534465535,0.8678086130193989
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-33_sub-45,task_KNN_35_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5574425574425574,0.8879944314983507
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-3_sub-50,task_KNN_39_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.4461118690313779,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-3_sub-50,task_KNN_39_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.4120054570259209,0.8748761670319114
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-3_sub-50,task_KNN_39_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.4229195088676671,0.8915973702380595
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-32_sub-38,task_KNN_34_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7372549019607844,0.8770893895348837
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-32_sub-38,task_KNN_34_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6460784313725491,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-32_sub-38,task_KNN_34_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7009803921568627,0.8951671511627907
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-21_sub-56,task_KNN_17_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7137254901960784,0.8966509205426356
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-21_sub-56,task_KNN_17_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6274509803921569,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-21_sub-56,task_KNN_17_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7588235294117647,0.8801477713178295
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-29_sub-42,task_KNN_29_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6916508538899431,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-29_sub-42,task_KNN_29_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.818785578747628,0.8720521370112155
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-29_sub-42,task_KNN_29_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7893738140417458,0.8879054258866323
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-24_sub-49,task_KNN_20_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.8050436469447139,0.8908914669978494
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-24_sub-49,task_KNN_20_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8419010669253152,0.8724138975555085
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-24_sub-49,task_KNN_20_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7303588748787585,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-46,task_KNN_41_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7786096256684492,0.8864055090760821
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-46,task_KNN_41_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8149732620320855,0.8649913920686219
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-46,task_KNN_41_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.718716577540107,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-31_sub-61,task_KNN_33_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.37359098228663445,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-31_sub-61,task_KNN_33_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.3397745571658615,0.8729345771599293
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-31_sub-61,task_KNN_33_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.3397745571658615,0.8918053777208707
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-23_sub-57,task_KNN_19_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6475563909774437,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-23_sub-57,task_KNN_19_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7142857142857143,0.8764402668283808
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-23_sub-57,task_KNN_19_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7048872180451128,0.893298969072165
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-31_sub-50,task_KNN_32_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.3466453674121406,0.8822273725298854
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-31_sub-50,task_KNN_32_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.3738019169329074,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-31_sub-50,task_KNN_32_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.3442492012779553,0.8992437179799951
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-34_sub-49,task_KNN_37_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7532808398950132,0.8909151697516793
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-34_sub-49,task_KNN_37_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6806649168853893,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-34_sub-49,task_KNN_37_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8048993875765529,0.873256132032461
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-26_sub-47,task_KNN_23_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.686829268292683,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-26_sub-47,task_KNN_23_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7853658536585366,0.869983948635634
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-26_sub-47,task_KNN_23_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7482926829268293,0.8889124443502227
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-14_sub-65,task_KNN_3_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6346153846153846,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-14_sub-65,task_KNN_3_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7001748251748252,0.8686018237082067
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-14_sub-65,task_KNN_3_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6756993006993007,0.8882674772036474
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-15_sub-60,task_KNN_5_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5558633425669437,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-15_sub-60,task_KNN_5_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5420129270544783,0.8771578532204727
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-15_sub-60,task_KNN_5_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5752539242843951,0.8949061011498437
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-18_sub-38,task_KNN_11_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.7546666666666667,0.894984659315289
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-18_sub-38,task_KNN_11_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.712,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-18_sub-38,task_KNN_11_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.7795555555555556,0.8758771530119384
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-15_sub-46,task_KNN_4_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.6458527493010252,0.8684904916441721
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-15_sub-46,task_KNN_4_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.6234855545200373,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-15_sub-46,task_KNN_4_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.6458527493010252,0.8897515998908131
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-57,task_KNN_43_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.878419452887538,0.8736424962942796
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-57,task_KNN_43_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.7852077001013171,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-57,task_KNN_43_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.8541033434650456,0.8911879480896633
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-59,task_KNN_44_8832,"{""metric"": ""euclidean"", ""n_neighbors"": 1, ""weights"": ""uniform""}",0.5705583756345177,1.0
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-59,task_KNN_44_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.5786802030456852,0.8791554493481352
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-4_sub-59,task_KNN_44_1024,"{""metric"": ""euclidean"", ""n_neighbors"": 7, ""weights"": ""uniform""}",0.5959390862944163,0.8962158564989866
ANOVA_L_2_Random,LPSO_Random_50,ANOVA,2,KNN,sub-34_sub-58,task_KNN_38_9833,"{""metric"": ""euclidean"", ""n_neighbors"": 15, ""weights"": ""uniform""}",0.8405668733392383,0.8737961415767886
